superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées,ancienneteRenovation,ancienneteConstruction,superficieTotale,mois_anneeVente,route_ville,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
1518,1518,0,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Exposition minimale,0.0,0.0,Non fini,Non fini,0.0,0.0,1107.0,Oui,Autoroute,Route ville,Boîte à disjoncteurs,0,Qualité bonne,Qualité bonne,Bois,Bois,Bonne intimité,Moyenne,2,Fondation Brique,2,Typique,78.0385536,3.0,Condition garage bonne,Non fini,Excellent,Détaché de la maison,1993.0,335.19416832,1,Chauffage air pulsé,Excellent,Autres,186,1,Qualité cusine excellente,Plat,Pente Douce,2132.124768,Terrain intérieur,27.432,Irrégulière,572,Classe Autre,Haute et moyenne densité,0.0,Aucun placage,Non défini,0,6,Old Town,24.154790400000003,9,10,Pavée,0,Non défini,Matériau autre,Toit à pignon,Vente normale,435974.304,Vente Garantie Conventionnelle,410,Pave,12,102.84366528,"Électricité, Gaz, Eau et Egout",0.0,1892,1993,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",13,114,437,6-2006,Oui,Oui,Non,Non,2.5,19,9.5,Hauteur sous-sol 2 - 2.2 m
1217,0,0,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,611.0,0.0,Bonne qualité de vie,Non fini,1.0,0.0,577.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Bonne intimité,Qualité inconnue,0,Fondation Béton,2,Typique,46.17281088,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1990.0,113.06299968,0,Chauffage air pulsé,Excellent,Bat Divisé,187,1,Qualité cusine bonne,Plat,Pente Douce,924.10653888,Terrain en cul-de-sac,21.03812727272728,Irrégulière,0,Classe Autre,Basse densité,0.0,Aucun placage,Non défini,0,6,Autre quartier,2.50838208,5,7,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,158786.43072,Vente Garantie Conventionnelle,0,Pave,6,110.36881152,"Électricité, Gaz, Eau et Egout",15.607710720000002,1990,1991,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.32034163171231,-92.8722657423409,"43.32034163171231, -92.8722657423409",18,19,223,6-2009,Oui,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
808,704,140,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0.0,0.0,Non fini,Non fini,0.0,0.0,660.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Intimité minimale,Qualité inconnue,0,Fondation Ciment,2,Déductions mineures,16.7225472,1.0,Condition garage autre,Non fini,Faible,Détaché de la maison,1916.0,153.84743424,1,Chauffage air pulsé,Excellent,Bat 1.5 Etage,188,1,Qualité cusine bonne,Plat,Pente Douce,967.1206464,Terrain intérieur,18.288,Régulière,144,Classe Autre,Basse densité,0.0,Aucun placage,Non défini,0,8,Old Town,0.0,7,5,Terre/Gravier,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,123908.4864,Vente Garantie Conventionnelle,0,Pave,8,61.316006400000006,"Électricité, Gaz, Eau et Egout",0.0,1916,1987,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",22,93,214,8-2009,Oui,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 1.7 - 2 m
1224,0,0,Pas d'accès à l'allée,2,Duplex,Condition Ss Bonne,Exposition moyenne,1086.0,0.0,Bonne qualité de vie,Non fini,2.0,0.0,0.0,Oui,Autoroute,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Pas de clôture,Moyenne,2,Fondation Ciment,0,Typique,49.05280512,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1979.0,113.71332096,2,Chauffage air pulsé,Moyen/Typique,Bat Divisé,189,2,Qualité cusine bonne,En pente,Pente Douce,651.9935347200001,Terrain intérieur,19.5072,Régulière,0,Classe Autre,Basse densité,275.0,Placage pierre,Non défini,0,6,Autre quartier,0.0,5,5,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Condition Vente Autre,140738.93021568,Vente Garantie Conventionnelle,0,Pave,6,100.89270144,"Électricité, Gaz, Eau et Egout",11.1483648,1979,1979,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,40.70556572827466,-91.4093598448185,"40.705565728274664, -91.4093598448185",30,30,213,6-2009,Oui,Oui,Non,Non,3.0,10,5.0,Hauteur sous-sol 2.3 - 2.5 m
1593,0,0,Pas d'accès à l'allée,0,Autre Type Batiment,Condition Ss Bonne,Exposition moyenne,1153.0,0.0,Bonne qualité de vie,Non fini,1.0,0.0,440.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité bonne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Bon,1,Fondation Béton,1,Typique,63.35987328,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2001.0,147.99454272,1,Chauffage air pulsé,Excellent,Bat 1 Etage,190,1,Qualité cusine excellente,Plat,Pente Douce,457.36166592,Terrain intérieur,12.4968,Régulière,0,Classe 1946 et plus recent,Basse densité,0.0,Aucun placage,Non défini,0,8,Autre quartier,11.1483648,5,8,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,262502.42304,Vente Garantie Conventionnelle,224,Pave,5,147.99454272,"Électricité, Gaz, Eau et Egout",0.0,2001,2002,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.05970287444936,-93.63768501830816,"42.059702874449364, -93.63768501830816",6,7,294,8-2008,Oui,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol > 2.5 m
1549,1178,0,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,297.0,0.0,Salle de récréation moyenne,Non fini,0.0,0.0,556.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité bonne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Moyenne,2,Fondation Ciment,2,Déductions majeures,40.8773376,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1932.0,253.34659008000003,1,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,191,1,Qualité cusine bonne,En pente,Pente Modérée,981.9851328,Terrain intérieur,21.336,Régulière,0,Classe 1945 et plus ancien,Basse densité,0.0,Aucun placage,Non défini,0,12,Autre quartier,6.874824960000001,8,8,Pavée,0,Non défini,Bardeau composite,Toit pyramidal,Vente normale,289119.8016,Vente Garantie Conventionnelle,0,Pave,10,79.24629312,"Électricité, Gaz, Eau et Egout",0.0,1932,1994,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.02800106252608,-93.60712917413362,"42.02800106252608, -93.60712917413362",13,75,332,12-2007,Oui,Non,Non,Non,2.5,16,8.0,Hauteur sous-sol 2.3 - 2.5 m
725,754,0,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,626.0,0.0,Quartiers de vie moyenne,Non fini,1.0,0.0,99.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,44.96507136,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1972.0,137.40359616,1,Chauffage air pulsé,Bon,Bat 2 Etages,192,1,Qualité cusine bonne,Plat,Pente Douce,694.17151488,Terrain en cul-de-sac,21.03812727272728,Irrégulière,0,Classe 1946 et plus recent,Basse densité,138.0,Placage brique,Non défini,0,6,North Ames,2.97289728,9,7,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,168882.67776,Vente Garantie Conventionnelle,0,Pave,7,67.354704,"Électricité, Gaz, Eau et Egout",0.0,1972,2004,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",3,35,204,6-2007,Oui,Non,Non,Non,2.5,16,8.0,Hauteur sous-sol 2 - 2.2 m
1431,0,0,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,560.0,0.0,Bonne qualité de vie,Non fini,1.0,0.0,871.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,2,Typique,61.87342464,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1999.0,132.94425024,0,Chauffage air pulsé,Excellent,Bat 1 Etage,193,1,Qualité cusine bonne,Plat,Pente Douce,837.70671168,Terrain intérieur,20.7264,Irrégulière,0,Classe 1946 et plus recent,Basse densité,0.0,Aucun placage,Non défini,0,9,College Creek,3.2516064,5,7,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,176225.40288,Vente Garantie Conventionnelle,0,Pave,6,132.94425024,"Électricité, Gaz, Eau et Egout",0.0,1999,1999,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",10,10,264,9-2009,Oui,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
970,739,0,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,0.0,0.0,Non fini,Non fini,0.0,0.0,970.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,2,Déductions majeures,35.3031552,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2004.0,158.77129536,0,Chauffage air pulsé,Excellent,Bat 2 Etages,194,1,Qualité cusine bonne,Plat,Pente Douce,234.30146688,Terrain intérieur,7.315200000000001,Régulière,0,Classe 1946 et plus recent,Haute et moyenne densité,50.0,Placage pierre,Non défini,0,5,Edwards,3.7161216,5,7,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,119319.2832,Vente Garantie Conventionnelle,0,Pave,7,90.1159488,"Électricité, Gaz, Eau et Egout",0.0,2004,2004,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",2,2,248,5-2006,Oui,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
864,0,0,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,390.0,0.0,Quartiers de vie moyenne,Non fini,0.0,0.0,474.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,32.70187008,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1989.0,80.26822656,0,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,195,1,Qualité cusine bonne,Plat,Pente Douce,667.0438272,Terrain intérieur,18.288,Irrégulière,0,Classe 1946 et plus recent,Basse densité,0.0,Aucun placage,Non défini,0,5,College Creek,0.0,7,5,Pavée,0,Non défini,Bardeau composite,Toit pyramidal,Vente normale,116565.76128,Vente Garantie Conventionnelle,0,Pave,5,80.26822656,"Électricité, Gaz, Eau et Egout",0.0,1972,1972,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",36,36,160,5-2008,Oui,Non,Non,Non,1.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
855,601,0,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,566.0,0.0,Quartiers de vie moyenne,Non fini,0.0,0.0,289.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Contreplaqué,Autre matériau extérieur  2,Pas de clôture,Moyenne,1,Fondation Ciment,2,Typique,40.8773376,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1976.0,135.26682624,1,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,196,1,Qualité cusine bonne,Plat,Pente Douce,211.8189312,Terrain avec façade sur plusieurs côtés,7.315200000000001,Régulière,0,Classe 1946 et plus recent,Basse densité,0.0,Aucun placage,Non défini,0,7,Autre quartier,0.0,6,6,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,136299.33504,Vente Garantie Conventionnelle,0,Pave,7,79.43209920000001,"Électricité, Gaz, Eau et Egout",8.08256448,1976,1976,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.02861154422856,-93.64991073180391,"42.02861154422856, -93.64991073180393",33,33,214,7-2009,Oui,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1726,0,0,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,1126.0,0.0,Bonne qualité de vie,Non fini,1.0,0.0,600.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité excellente,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Bon,1,Fondation Béton,2,Typique,73.02178944,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2007.0,160.35064704,0,Chauffage air pulsé,Excellent,Bat 1 Etage,197,1,Qualité cusine excellente,Plat,Pente Douce,874.7750246400001,Terrain intérieur,24.0792,Régulière,0,Classe 1946 et plus recent,Basse densité,205.0,Placage pierre,Non défini,0,9,Somerset,12.82061952,5,7,Pavée,0,Non défini,Bardeau composite,Toit pyramidal,Maison pas terminée,286248.79607808,Vente Nouvelle construction,266,Pave,8,160.35064704,"Électricité, Gaz, Eau et Egout",15.88641984,2007,2007,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.05147116800214,-93.64495042989309,"42.05147116800214, -93.64495042989307",0,0,320,9-2007,Oui,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol > 2.5 m
1360,1360,0,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,1036.0,184.0,Bonne qualité de vie,Faible qualité,1.0,1.0,140.0,Oui,Autoroute,Route ville,Boîte à disjoncteurs,552,Qualité bonne,Qualité bonne,Autre matériau extérieur,Autre matériau extérieur  2,Bonne intimité,Excellent,1,Fondation Béton,2,Typique,73.8579168,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1918.0,289.11426048000004,0,Chauffage air pulsé,Bon,Bat 2 Etages,198,1,Qualité cusine bonne,Plat,Pente Douce,2361.50237376,Terrain en coin,53.0352,Régulière,392,Classe Autre,Basse densité,0.0,Aucun placage,Non défini,0,3,North Ames,1.48644864,4,8,Pavée,512,Excellent,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",215692.5504,Vente Garantie Conventionnelle,0,Pave,8,126.3481344,"Électricité, Gaz, Eau et Egout",0.0,1918,1990,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",16,88,415,3-2006,Oui,Oui,Non,Non,3.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
929,929,0,Pas d'accès à l'allée,5,Unifamilial,Condition Ss Bonne,Aucune exposition,0.0,0.0,Non fini,Non fini,0.0,0.0,755.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,30,Qualité moyenne,Qualité moyenne,Bois,Bois,Intimité minimale,Qualité inconnue,0,Fondation Ciment,1,Typique,0.0,0.0,Condition garage autre,Finition inconnue,Qualité inconnue,No Garage,0.0,207.08087616,0,Chauffage air pulsé,Excellent,Autres,199,1,Qualité cusine bonne,Plat,Pente Douce,512.8247808,Terrain en coin,28.041600000000003,Régulière,371,Classe Autre,Haute et moyenne densité,0.0,Aucun placage,Non défini,0,7,Old Town,18.394801920000003,6,6,Pavée,0,Non défini,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",95455.42656,Vente Garantie Conventionnelle,0,Pave,8,70.1417952,"Électricité, Gaz, Eau et Egout",0.0,1912,1950,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",59,97,277,7-2009,Oui,Non,Non,Non,1.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1713,0,0,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,1088.0,0.0,Bonne qualité de vie,Non fini,1.0,0.0,625.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,2,Typique,79.52500224,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2004.0,159.14290752000002,0,Chauffage air pulsé,Excellent,Bat 1 Etage,200,1,Qualité cusine excellente,Plat,Pente Douce,891.03305664,Terrain intérieur,23.1648,Régulière,0,Classe 1946 et plus recent,Basse densité,262.0,Placage brique,Non défini,0,1,Northridge Heights,2.41547904,5,8,Pavée,0,Non défini,Bardeau composite,Toit pyramidal,Vente normale,252314.391936,Vente Garantie Conventionnelle,170,Pave,7,159.14290752000002,"Électricité, Gaz, Eau et Egout",0.0,2004,2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",4,5,318,1-2009,Oui,Non,Non,Non,3.0,13,6.5,Hauteur sous-sol > 2.5 m
1121,0,0,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,0.0,0.0,Non fini,Non fini,0.0,0.0,1121.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,2,Typique,40.8773376,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2003.0,104.14430784,0,Chauffage air pulsé,Excellent,Bat 1 Etage,201,1,Qualité cusine bonne,Plat,Pente Douce,793.94937984,Terrain en coin,24.384,Régulière,0,Classe 1946 et plus recent,Haute et moyenne densité,0.0,Aucun placage,Non défini,0,3,Edwards,5.94579456,5,4,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,128497.6896,Vente Garantie Conventionnelle,0,Pave,5,104.14430784,"Électricité, Gaz, Eau et Egout",12.26320128,2003,2004,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",6,7,208,3-2010,Oui,Non,Non,Non,2.0,9,4.5,Hauteur sous-sol 2.3 - 2.5 m
1279,0,0,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,641.0,279.0,Quartiers de vie moyenne,Faible qualité,0.0,1.0,276.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Intimité minimale,Médiocre,2,Fondation Ciment,2,Typique,43.943137920000005,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1980.0,118.82298816,0,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,202,1,Qualité cusine bonne,Plat,Pente Douce,940.64328,Terrain intérieur,22.86,Régulière,0,Classe 1946 et plus recent,Basse densité,0.0,Aucun placage,Non défini,0,2,Autre quartier,7.71095232,6,6,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,157409.66976,Vente Garantie Conventionnelle,0,Pave,6,111.11203584,"Électricité, Gaz, Eau et Egout",22.11092352,1977,1977,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.32034163171231,-92.8722657423409,"43.32034163171231, -92.8722657423409",31,31,229,2-2008,Oui,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
865,445,0,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,617.0,0.0,Faible qualité,Non fini,0.0,0.0,0.0,Oui,Autoroute,Route ville,Boîte à disjoncteurs,126,Qualité bonne,Qualité moyenne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Brique,2,Déductions mineures,36.97540992,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1924.0,121.7029824,0,Chauffage air pulsé,Bon,Bat 1.5 Etage,203,1,Qualité cusine bonne,Plat,Pente Douce,650.32128,Terrain en coin,15.24,Régulière,0,Classe Autre,Basse densité,0.0,Aucun placage,Non défini,0,5,Old Town,0.0,6,6,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,102798.15168,Succession,0,Pave,6,57.32117568,"Électricité, Gaz, Eau et Egout",0.0,1924,1950,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",56,82,178,5-2006,Oui,Oui,Non,Non,2.0,12,6.0,Hauteur sous-sol 1.7 - 2 m
848,0,0,Pas d'accès à l'allée,1,Autre Type Batiment,Condition Ss Bonne,Exposition moyenne,662.0,0.0,Bonne qualité de vie,Non fini,1.0,0.0,186.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,1,Typique,39.0192768,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2004.0,78.78177792000001,0,Chauffage air pulsé,Excellent,Bat 1 Etage,204,1,Qualité cusine bonne,Plat,Pente Douce,412.30369152,Terrain intérieur,21.03812727272728,Régulière,0,Classe 1946 et plus recent,Haute et moyenne densité,205.0,Placage brique,Non défini,0,1,College Creek,0.0,5,6,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,136758.25536,Vente Garantie Conventionnelle,0,Pave,3,78.78177792000001,"Électricité, Gaz, Eau et Egout",13.84255296,2004,2004,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",4,4,156,1-2008,Oui,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
720,564,0,Gravier,2,Unifamilial,Condition Ss Bonne,Aucune exposition,312.0,0.0,Faible qualité,Non fini,0.0,0.0,408.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Bois/fil de qualité minimale,Qualité inconnue,0,Fondation Ciment,1,Typique,22.296729600000003,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1948.0,119.28750336,1,Chauffage air pulsé,Moyen/Typique,Bat 1.5 Etage,205,1,Qualité cusine bonne,Plat,Pente Douce,325.16064,Terrain intérieur,15.24,Régulière,0,Classe Autre,Haute et moyenne densité,0.0,Aucun placage,Non défini,0,4,Old Town,3.2516064,7,5,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,100962.4704,Vente Garantie Conventionnelle,0,Pave,5,66.8901888,"Électricité, Gaz, Eau et Egout",0.0,1947,1950,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",59,62,185,4-2009,Oui,Non,Non,Non,1.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
1442,0,508,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0.0,0.0,Non fini,Non fini,0.0,0.0,1424.0,Oui,Route ville,Route ville,Boîte à disjoncteurs,0,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Béton,2,Typique,46.45152,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1990.0,133.96618368,0,Chauffage air pulsé,Excellent,Bat 1 Etage,206,1,Qualité cusine bonne,Plat,Pente Douce,1100.99392704,Terrain en coin,30.1752,Régulière,0,Classe 1946 et plus recent,Basse densité,0.0,Aucun placage,Non défini,0,5,Gilbert,3.15870336,5,7,Pavée,0,Non défini,Bardeau composite,Toit à pignon,Vente normale,165670.23552,Vente Garantie Conventionnelle,0,Pave,5,132.29392896000002,"Électricité, Gaz, Eau et Egout",0.0,1990,1990,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361708,"42.10673828802636, -93.64970782361709",19,19,265,5-2009,Oui,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
