superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées,ancienneteRenovation,ancienneteConstruction,superficieTotale,mois_anneeVente,route_ville,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,Non fini,1.0,0.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Bois de bonne qualité,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,0,Chauffage air pulsé,Bon,Bat 1 Etage,835,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,9,North Ames,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,128451.797568,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",0,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",47,47,200-300,9-2008,Oui,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,0.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Déductions mineures,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,75-100 m2,0,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,836,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,2,Sawyer,0,4,2,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,117483.60192,Vente Garantie Conventionnelle,Pas de solarium,Pave,4,75-100 m2,"Électricité, Gaz, Eau et Egout",> 20 m2,1950-1960,1995-2000,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",15,60,< 200,2-2010,Oui,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,Pave,2,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Salle de récréation moyenne,Non fini,1.0,0.0,1000-1500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,201-300 m2,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Bois de bonne qualité,Qualité inconnue,0,Fondation Brique,1,Déductions mineures,60-80 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Bon,Bat 1 Etage,837,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe 1945 et plus ancien,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,6,Old Town,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,140888.53824,Succession,Pas de solarium,Pave,5,100-150 m2,"Électricité, Gaz, Eau et Egout",0,1925-1950,1970-1980,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",34,59,200-300,6-2007,Oui,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
< 500 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,75-100 m2,1,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,838,1,Qualité cusine bonne,Plat,Pente Douce,Entre 100 et 200 m2,Terrain intérieur,Moins de 10 m,Régulière,0 m2,Classe 1946 et plus recent,Haute et moyenne densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,11,Autre quartier,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,91784.064,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,25-50 m2,"Électricité, Gaz, Eau et Egout",0,1970-1980,1970-1980,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.05290103512409,-93.62881347413268,"42.05290103512409, -93.62881347413267",35,35,< 200,11-2008,Oui,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,100-150 m2,1,Chauffage air pulsé,Excellent,Bat 1 Etage,839,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,College Creek,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,132169.05216,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",> 20 m2,1995-2000,2005-2010,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",2,13,200-300,6-2008,Oui,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,1-500 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Excellent,Bat 1.5 Etage,840,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,Edwards,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,119778.20352,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,50-75 m2,"Électricité, Gaz, Eau et Egout",0,1925-1950,1995-2000,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",13,62,< 200,5-2008,Oui,Non,Non,Non,1.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,0.0,500-1000 m2,Non,Route ville,Route ville,Boîte à disjoncteurs,201-300 m2,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,841,1,Qualité cusine médiocre,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,0 m2,Classe 1945 et plus ancien,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,3,Autre quartier,0,4,3,Pavée partiellement,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,128497.6896,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,"Électricité, Gaz, Eau et Egout",0,1925-1950,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.026665240967446,-93.64620483976044,"42.026665240967446, -93.64620483976043",58,83,< 200,3-2008,Oui,Non,Non,Non,2.0,14,7.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Gravier,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Faible,1,Fondation Béton,1,Typique,60-80 m2,2.0,Condition garage bonne,Non fini,Bon,Détaché de la maison,1980-1989,100-150 m2,0,Chauffage air pulsé,Bon,Bat 2 Etages,842,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,0 m2,Classe 1945 et plus ancien,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,6,Old Town,> 5 m2,4,3,Pavée partiellement,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,144559.9008,Vente Garantie Conventionnelle,Pas de solarium,Pave,8,50-75 m2,"Électricité, Gaz, Eau et Egout",< 10 m2,1900-1925,2000-2005,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",6,104,200-300,6-2008,Oui,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,< 500 m2,500-1000 m2,Salle de récréation moyenne,Quartiers de vie moyenne,1.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Bonne intimité,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage autre,Pas parfaitement fini,Bon,Garage Attaché à la maison,1960-1969,100-150 m2,1,Chauffage air pulsé,Moyen/Typique,Bat Divisé,843,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe Autre,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,5,North Ames,> 5 m2,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,160530.327936,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",0,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",42,42,200-300,5-2008,Oui,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,6,Duplex,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Non,Autoroute,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,0,0.0,Condition garage autre,Finition inconnue,Qualité inconnue,No Garage,Pas de garage,150-200 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,844,2,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain en coin,Entre 21 et 30 m,Régulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,North Ames,0,2,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,129415.53024,Vente Garantie Conventionnelle,Pas de solarium,Pave,10,> 150 m2,"Électricité, Gaz, Eau et Egout",0,1960-1970,1960-1970,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",46,46,300-400,7-2007,Oui,Oui,Non,Non,2.0,9,4.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Gravier,4,Unifamilial,Condition Ss Bonne,Exposition minimale,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Autoroute,Route ville,Boîte à disjoncteurs,101-200 m2,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Bon,1,Fondation Brique,1,Typique,60-80 m2,3.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,1,Chauffage air pulsé,Bon,Bat 1.5 Etage,845,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain intérieur,Plus de 31 m,Irrégulière,0 m2,Classe Autre,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,6,Old Town,0,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,141255.674496,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,75-100 m2,"Électricité, Gaz, Eau et Egout",> 20 m2,1900-1925,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",58,93,200-300,6-2008,Oui,Oui,Non,Non,1.5,13,6.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,0,Oui,Priximité gare,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,2,Fondation Ciment,1,Déductions mineures,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Autre type garage,1970-1979,150-200 m2,0,Chauffage air pulsé,Moyen/Typique,Bat Divisé,846,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,1,Sawyer,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,156950.74944,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",0,1970-1980,2010 et plus,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",26,32,200-300,1-2007,Oui,Non,Oui,Non,3.0,10,5.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,101-200 m2,Qualité moyenne,Qualité bonne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,30-40 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,1,Chauffage air pulsé,Excellent,Bat 2 Etages,847,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,7,Autre quartier,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,195500.05632,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,50-75 m2,"Électricité, Gaz, Eau et Egout",> 20 m2,1990-1995,1990-1995,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,40.70556572827466,-91.4093598448185,"40.705565728274664, -91.4093598448185",16,16,200-300,7-2009,Oui,Non,Non,Non,3.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Contreplaqué,Pas de clôture,Médiocre,1,Fondation Ciment,1,Typique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,75-100 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,848,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 11 et 20 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,8,College Creek,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,122531.72544,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,"Électricité, Gaz, Eau et Egout",0,1970-1980,1970-1980,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",37,37,< 200,8-2009,Oui,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,1001-1500 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,5,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Bon,1,Fondation Brique,2,Typique,30-40 m2,2.0,Condition garage bonne,Non fini,Faible,Détaché de la maison,Avant 1950,200-250 m2,0,Chauffage air pulsé,Moyen/Typique,Bat 1.5 Etage,849,1,Qualité cusine bonne,En pente,Pente Douce,Plus de 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,9,Autre quartier,< 5 m2,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,220281.7536,Vente Garantie Conventionnelle,101-200 m2,Pave,10,75-100 m2,"Électricité, Gaz, Eau et Egout",> 20 m2,1900-1925,1995-2000,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.036000116934304,-93.64852973747072,"42.036000116934304, -93.64852973747072",11,100,300-400,9-2008,Oui,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Autoroute,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité bonne,Contreplaqué,Contreplaqué,Pas de clôture,Moyenne,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,150-200 m2,1,Chauffage air pulsé,Excellent,Bat Divisé,850,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain avec façade sur plusieurs côtés,Entre 21 et 30 m,Régulière,0 m2,Classe Autre,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,8,Autre quartier,> 5 m2,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit pyramidal,Vente normale,171636.19968,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,25-50 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,1970-1980,1990-1995,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.04180709605563,-93.6490898164628,"42.04180709605563, -93.6490898164628",13,31,200-300,8-2007,Oui,Oui,Non,Non,2.5,13,6.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,1,Autre Type Batiment,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,75-100 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,851,1,Qualité cusine bonne,Plat,Pente Douce,Entre 201 et 500 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,0 m2,Classe 1946 et plus recent,Haute et moyenne densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,11,College Creek,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,120696.04416,Vente Garantie Conventionnelle,Pas de solarium,Pave,3,75-100 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,2000-2005,2000-2005,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",4,4,< 200,11-2007,Oui,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Bonne exposition,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,30-40 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,852,1,Qualité cusine bonne,Plat,Pente Douce,Entre 201 et 500 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,5,Autre quartier,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,197335.7376,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,100-150 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,2000-2005,2000-2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05650619723149,-93.6351934876271,"42.05650619723149, -93.6351934876271",3,3,200-300,5-2006,Oui,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
