superficieEtage1,superficieEtage2,superficieRallonge3Saisons,nbChambres,superficieFinieSousSol1,superficieFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,superficiePorcheFerme,nbCheminees,nbSallesBain,superficieGarage,nbPlacesVoiture,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,id,nbCuisines,superficieTerrain,longTerrainRue,superficieQualiteInferieure,typeClasseBatiment,superficiePlacageMaconnerie,valeursElementsDivers,moisVente,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,superficiePiscine,prix,superficieSolarium,nbPieces,superficieTotaleSousSol,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente
6.947937068614969,0.0,0.0,3,6.810142450115136,0.0,1.0,0.0,4.90527477843843,0.0,0,1,35.674767360000004,1.0,1965.0,4.581073802018105,0,11,0.6931471805599453,6.948430748848179,3.1061997265799617,0.0,3.044522437723423,0.0,0.0,2,0.0,5,5,0.0,11.685713075117745,0.0,5,96.6191616,0.0,1965,1965,2008
7.075808863978387,7.04141166379481,0.0,4,6.906754778648554,0.0,1.0,0.0,5.181783550292085,0.0,2,3,68.37663744000001,3.0,2005.0,5.3794671456225975,0,12,0.6931471805599453,7.011011846957443,3.2924236401633595,0.0,4.110873864173311,5.659482215759621,0.0,7,1.0821318424123292,5,9,0.0,12.665571355817184,0.0,11,109.161072,2.684900767332012,2005,2006,2006
6.816735880594968,0.0,0.0,2,6.6039438246004725,0.0,1.0,0.0,5.170483995038151,0.0,0,1,32.70187008,1.0,1962.0,4.45117450641434,0,13,0.6931471805599453,7.0948708450618065,3.092774011197619,0.0,3.044522437723423,0.0,0.0,9,0.0,6,5,0.0,11.791844646395036,5.176149732573829,4,84.72757248,2.639516195748661,1962,1962,2008
7.3098814858247865,0.0,0.0,3,0.0,0.0,0.0,0.0,7.3098814858247865,0.0,1,2,78.0385536,3.0,2006.0,4.9401923843832645,0,14,0.6931471805599453,6.898314032424366,3.358178531375926,0.0,3.044522437723423,5.726847747587197,0.0,8,1.4026106043101214,5,7,0.0,12.455029971448893,0.0,7,138.79714176000002,2.7640830513626975,2006,2007,2007
7.134093721192866,0.0,0.0,2,6.598509028614515,0.0,1.0,0.0,6.255750041753367,5.176149732573829,1,1,32.70187008,1.0,1960.0,4.765650867188389,1,15,0.6931471805599453,6.9231375595524876,3.092774011197619,0.0,3.044522437723423,5.3612921657094255,0.0,5,3.0343926143433873,5,6,0.0,11.878276525682203,0.0,5,116.40750912,0.0,1960,1960,2008
6.75110146893676,0.0,0.0,2,0.0,0.0,0.0,0.0,6.725033642166843,0.0,0,1,53.512151040000006,2.0,1991.0,4.386257623404357,0,16,0.6931471805599453,6.344875729165524,2.80607185305633,0.0,3.828641396489095,0.0,0.0,7,2.43406417306514,8,7,0.0,11.704833957224306,0.0,5,77.29532928,1.69732898770904,1929,2001,2007
6.912742820493176,0.0,0.0,2,6.361302477572996,0.0,1.0,0.0,6.056784013228625,0.0,1,1,44.593459200000005,2.0,1970.0,4.546212353506217,0,17,0.6931471805599453,6.952081277039729,3.092774011197619,0.0,3.044522437723423,5.198497031265826,6.55250788703459,3,0.0,7,6,0.0,11.825977398871494,0.0,5,93.27465216,0.0,1970,1970,2010
7.167809184316444,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,47.93796864,2.0,1967.0,4.7991101522452615,0,18,1.0986122886681096,6.911265814475522,3.133126196992811,0.0,4.51085950651685,0.0,6.2166061010848646,10,0.0,5,4,0.0,11.321845556745286,0.0,6,0.0,0.0,1967,1967,2006
7.016609683894219,0.0,0.0,3,6.472346294500901,0.0,1.0,0.0,6.150602768446279,0.0,0,1,53.512151040000006,2.0,2004.0,4.649129524868712,1,19,0.6931471805599453,7.149372836385737,3.0500689322069654,0.0,3.044522437723423,0.0,0.0,6,2.349097434417674,5,5,0.0,11.890934835264439,0.0,6,103.49398656,0.0,2004,2004,2008
7.200424892944957,0.0,0.0,3,6.22455842927536,0.0,0.0,0.0,6.26530121273771,0.0,0,1,27.31349376,1.0,1958.0,4.831486064626881,0,20,0.6931471805599453,6.555850343869627,3.1061997265799617,0.0,3.044522437723423,0.0,0.0,5,0.0,6,5,0.0,11.756505552108342,0.0,6,95.59722816,0.0,1958,1965,2009
7.055312843339752,7.105786129481271,0.0,4,0.0,0.0,0.0,0.0,7.055312843339752,0.0,1,3,79.24629312,3.0,2005.0,5.4014948047052584,1,21,0.6931471805599453,7.186611049175852,3.4589881880923445,0.0,4.110873864173311,5.942799375126701,0.0,11,2.7283146929643585,5,8,0.0,12.606774963512015,0.0,9,107.58172032,3.1483129902051745,2005,2006,2006
7.011213987350367,0.0,0.0,3,0.0,0.0,0.0,0.0,6.45833828334479,5.327876168789581,1,1,26.0128512,1.0,1930.0,4.643780793064504,0,22,0.6931471805599453,6.5410801349605014,2.9109148517200683,0.0,3.828641396489095,0.0,0.0,6,0.0,7,7,0.0,11.75937909481292,0.0,6,59.17923648000001,0.0,1930,1950,2007
7.493317248862145,0.0,0.0,3,0.0,0.0,0.0,0.0,7.48324441607385,0.0,1,2,49.610223360000006,2.0,2002.0,5.12254008996319,0,23,0.6931471805599453,6.809107091471764,3.17220341666977,0.0,3.044522437723423,5.641907070938114,0.0,9,2.7582097992322736,5,8,0.0,12.260107826708223,0.0,7,165.08870208000002,2.8265097391385083,2002,2002,2008
6.966967138613983,0.0,0.0,3,6.734591659972948,0.0,1.0,0.0,5.303304908059076,0.0,1,1,53.14053888,2.0,1976.0,4.599928697355211,0,24,0.6931471805599453,5.974883947947759,2.6680056820473412,0.0,4.795790545596741,0.0,0.0,6,2.417638575696747,7,5,0.0,11.688797091748123,0.0,6,96.6191616,2.331202092655435,1976,1976,2007
6.966967138613983,0.0,0.0,3,5.241747015059643,6.505784060128229,1.0,0.0,5.3230099791384085,0.0,1,1,25.0838208,1.0,1968.0,4.599928697355211,0,25,0.6931471805599453,6.64258910101061,3.092774011197619,0.0,3.044522437723423,0.0,0.0,5,2.236581349609107,8,5,0.0,11.858983457933164,0.0,6,98.4772224,3.6563209890590063,1968,2001,2010
7.3783837129967145,0.0,0.0,3,0.0,0.0,0.0,0.0,7.356918242356021,0.0,1,2,82.68370560000001,3.0,2007.0,5.008264913629573,0,26,0.6931471805599453,7.187664918582244,3.5417705890757243,0.0,3.044522437723423,6.46302945692067,0.0,7,1.8249637609856388,5,8,0.0,12.368376665072459,0.0,7,145.48616064,0.0,2007,2007,2009
6.803505257608338,0.0,0.0,3,5.459585514144159,6.18826412308259,0.0,0.6931471805599453,5.198497031265826,0.0,0,1,53.512151040000006,2.0,2005.0,4.438084799016831,0,27,0.6931471805599453,6.507131265841345,2.95948314087887,0.0,3.044522437723423,0.0,0.0,5,1.3794956219802317,7,5,0.0,11.725824061671712,0.0,5,83.61273600000001,3.0738257695173257,1951,2000,2010
7.4413203897176174,0.0,0.0,3,7.105786129481271,0.0,1.0,0.0,6.18826412308259,0.0,1,2,71.72114688,3.0,2008.0,5.070831778219925,0,28,0.6931471805599453,6.972925875118212,3.4297977959940975,0.0,3.044522437723423,5.303304908059076,0.0,5,1.730797123722728,5,8,0.0,12.545612443228434,0.0,7,158.30678016000002,0.0,2007,2008,2010
7.3783837129967145,0.0,0.0,2,7.15305163493748,0.0,1.0,0.0,5.337538079701318,0.0,2,1,29.63606976,1.0,1957.0,5.008264913629573,0,29,0.6931471805599453,7.324668286351355,2.7295246327687543,0.0,3.044522437723423,0.0,0.0,12,3.217634427453177,6,5,0.0,12.157160371105588,0.0,6,137.86811136,3.32345475388675,1957,1997,2006
6.255750041753367,0.0,0.0,1,0.0,0.0,0.0,0.0,6.255750041753367,4.477336814478207,0,1,22.296729600000003,1.0,1920.0,3.8981183988817074,0,30,0.6931471805599453,6.3776089142261085,2.95948314087887,0.0,3.4339872044851463,0.0,0.0,5,0.0,6,4,0.0,11.04887343123188,0.0,4,48.309580800000006,1.7142030636977126,1927,1950,2008
6.476972362889683,6.505784060128229,0.0,3,0.0,0.0,0.0,0.0,6.476972362889683,5.153291594497779,0,1,23.22576,1.0,1920.0,4.815052625591981,0,31,0.6931471805599453,6.6728880734058125,2.787477334733532,0.0,4.2626798770413155,0.0,0.0,7,1.794549599857615,4,4,0.0,10.510930472366741,0.0,6,60.29407296,0.0,1920,1950,2008
7.113956109566034,0.0,0.0,3,0.0,0.0,0.0,0.0,7.113956109566034,0.0,0,1,25.17672384,1.0,1966.0,4.745670404639807,1,32,0.6931471805599453,6.678044678927856,3.092774011197619,0.0,3.044522437723423,0.0,0.0,6,1.9514231530553403,6,5,0.0,11.828323620452286,0.0,6,114.08493312,0.0,1966,2006,2008
7.118826249062078,0.0,0.0,3,0.0,0.0,0.0,0.0,7.118826249062078,0.0,0,2,44.96507136,2.0,2007.0,4.750502250390057,0,33,0.6931471805599453,6.934870018253929,3.2924236401633595,0.0,3.044522437723423,0.0,0.0,1,1.3315982310167955,5,8,0.0,12.014430977936827,0.0,7,114.64235136,0.0,2007,2007,2008
7.438971592395862,0.0,0.0,4,6.926577033222725,0.0,0.0,0.6931471805599453,5.942799375126701,0.0,1,1,41.52765888,2.0,1959.0,5.068496370640564,1,34,0.6931471805599453,6.888891346615584,3.1061997265799617,0.0,3.044522437723423,0.0,0.0,4,1.5107915882835377,5,5,0.0,11.93100155874005,0.0,6,129.87844992,0.0,1959,1959,2010
7.3537223303996315,0.0,0.0,2,7.050989447068045,0.0,1.0,0.0,6.013715156042802,0.0,1,2,51.65409024,2.0,2005.0,4.983754867157793,0,35,0.6931471805599453,6.522680759875024,2.95948314087887,0.0,4.795790545596741,5.5093883366279774,0.0,8,1.6801652830739824,5,9,0.0,12.4478486401344,0.0,6,145.02164544,2.9886732733330095,2005,2005,2007
7.0326242610280065,7.186144304522325,0.0,4,0.0,0.0,0.0,0.0,7.0192966537150445,0.0,1,3,64.19600064000001,3.0,2004.0,5.4328406287072974,1,36,0.6931471805599453,7.128955335509245,3.523957639999851,0.0,4.110873864173311,4.890349128221754,0.0,9,1.3794956219802317,5,8,0.0,12.555368583605937,0.0,9,103.77269568,2.442176892200024,2004,2005,2006
7.001245622069476,0.0,0.0,3,0.0,0.0,0.0,0.0,7.001245622069476,0.0,0,1,62.43084288000001,2.0,1995.0,4.63389985702252,1,37,0.6931471805599453,6.917541350167206,3.5592717821908915,0.0,3.044522437723423,0.0,0.0,6,1.9381363771496707,5,5,0.0,11.798765037060226,0.0,6,101.91463488,3.622151649710324,1994,1995,2009
7.168579897264035,0.0,0.0,3,7.101675971619444,0.0,0.0,0.6931471805599453,4.442651256490317,0.0,1,1,46.26571392,2.0,1954.0,4.799875108763066,0,38,0.6931471805599453,6.676640966988193,3.1593466028822497,0.0,3.044522437723423,6.478509642208569,0.0,10,0.0,6,5,0.0,11.852468823151932,0.0,5,120.49524288,0.0,1954,1990,2009
6.964135612418245,0.0,0.0,3,6.595780513961311,0.0,1.0,0.0,5.7899601708972535,0.0,0,1,22.854147840000003,1.0,1953.0,4.597123027081746,0,39,0.6931471805599453,6.6025578820782505,3.0785281109623934,0.0,3.044522437723423,0.0,0.0,1,1.763181323052798,7,5,0.0,11.513381658498137,0.0,5,98.19851328,0.0,1953,2007,2010
7.050122520269059,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4.682356221070442,0,40,1.0986122886681096,6.331740898899272,3.0355297434280573,0.0,4.51085950651685,0.0,0.0,6,0.0,5,4,0.0,11.228756314708999,0.0,6,0.0,0.0,1955,1955,2008
7.1891677384203225,0.0,0.0,3,6.467698726104354,0.0,0.0,0.0,6.100318952020064,0.0,1,2,40.8773376,2.0,1965.0,4.820310798726132,0,41,0.6931471805599453,6.691282578384908,3.281031509303978,0.0,3.044522437723423,4.624972813284271,0.0,12,2.6261616451206065,5,6,0.0,11.897204405451529,0.0,6,101.07850752,0.0,1965,1965,2006
7.192182058713246,0.0,0.0,2,6.875232087276577,0.0,0.0,0.6931471805599453,5.950642552587727,0.0,2,1,28.614136320000004,1.0,1959.0,4.823303101969402,1,42,0.6931471805599453,7.3598023315712,3.5849623406941635,0.0,3.044522437723423,0.0,0.0,7,2.366678154929397,6,5,0.0,11.957828626714084,0.0,5,125.419104,0.0,1959,1959,2007
6.785587645007929,0.0,0.0,2,6.617402977974478,4.543294782270004,1.0,0.0,0.0,0.0,0,1,46.82313216,2.0,1983.0,4.420360985893689,0,43,0.6931471805599453,6.749755425649047,3.092774011197619,0.0,4.454347296253507,0.0,0.0,12,0.0,7,5,0.0,11.791844646395036,0.0,5,78.0385536,3.1483129902051745,1983,1983,2007
6.844815479208263,0.0,0.0,3,5.638354669333745,6.198478716492308,1.0,0.0,5.123963979403259,0.0,0,1,28.614136320000004,1.0,1977.0,4.478961080098858,0,44,0.6931471805599453,6.751929159055308,3.092774011197619,0.0,3.044522437723423,0.0,0.0,7,0.0,6,5,0.0,11.691487826167311,0.0,5,87.14305152,2.672142555806986,1975,1980,2008
7.048386408721883,0.0,0.0,3,5.19295685089021,6.2285110035911835,1.0,0.0,6.144185634125646,0.0,0,1,27.870912,1.0,1959.0,4.680634700479206,0,45,0.6931471805599453,6.605453054787127,3.1061997265799617,0.0,3.044522437723423,0.0,0.0,5,0.0,6,5,0.0,11.770791398176138,0.0,6,106.838496,0.0,1959,1959,2006
7.469083884921234,0.0,0.0,2,6.124683390894205,0.0,1.0,0.0,7.167809184316444,0.0,1,2,53.512151040000006,2.0,2005.0,5.0984393495444,0,46,0.6931471805599453,6.568711812027554,2.9751621518092812,0.0,4.795790545596741,6.023447592961033,0.0,2,2.1538587574413954,5,9,0.0,12.590035633524392,0.0,6,162.76612608000002,2.9553787026395995,2005,2005,2010
7.325807502595773,6.448889394146858,0.0,1,7.20934025660291,0.0,1.0,0.0,4.430816798843313,0.0,1,1,62.2450368,2.0,2003.0,5.301555283632154,1,47,0.6931471805599453,7.083557949667189,2.7492177359165413,0.0,3.9318256327243257,0.0,0.0,8,1.6084035216363517,5,7,0.0,12.301358059750743,5.293304824724492,6,133.22295936,2.809867088720028,2003,2003,2009
7.4127640174265625,0.0,0.0,3,3.2188758248682006,0.0,0.0,0.0,7.398174092970465,0.0,0,2,76.73791104,3.0,2006.0,5.042440336956786,0,48,0.6931471805599453,6.939110652674729,3.281031509303978,0.0,3.044522437723423,0.0,0.0,7,2.678542007926672,5,8,0.0,12.3422883413471,0.0,7,153.84743424,0.0,2006,2006,2007
6.602587892189336,6.57507584059962,0.0,2,0.0,0.0,0.0,0.0,6.602587892189336,4.634728988229636,0,2,0.0,0.0,0.0,4.911884104054275,0,49,1.3862943611198906,6.028220557683432,2.4031903201680107,0.0,5.25227342804663,0.0,0.0,6,0.0,5,4,0.0,11.549421241160417,0.0,8,68.37663744000001,0.0,1920,2008,2009
6.862757913051401,0.0,0.0,3,6.638567789166521,0.0,1.0,0.0,5.262690188904886,0.0,0,1,35.86057344,1.0,1966.0,4.496720494848342,0,50,0.6931471805599453,6.57960578203161,3.0500689322069654,0.0,3.044522437723423,0.0,0.0,1,0.0,7,5,0.0,11.666219446050171,0.0,6,88.7224032,0.0,1966,1966,2007
6.678342114654332,6.517671272912275,0.0,3,5.209486152841421,0.0,0.0,0.6931471805599453,6.418364935936212,0.0,0,2,36.04637952,2.0,1997.0,4.9241144789433084,0,51,0.6931471805599453,7.161988314240872,3.092774011197619,0.0,4.110873864173311,0.0,0.0,7,2.075399383153447,6,6,0.0,11.998179668779747,0.0,6,73.76501376,0.0,1997,1997,2007
6.705639094860003,0.0,0.0,3,0.0,0.0,0.0,0.0,6.705639094860003,0.0,1,1,49.05280512,2.0,1985.0,4.702786568461578,0,52,0.6931471805599453,6.3642600505888804,2.824326917644196,5.8888779583328805,3.9318256327243257,0.0,5.993961427306569,9,0.0,6,6,0.0,11.562608119132909,0.0,6,75.80888064,2.43406417306514,1934,1950,2006
6.705639094860003,0.0,0.0,2,4.653960350157523,6.569481420414296,1.0,0.0,0.0,0.0,0,1,47.93796864,2.0,1963.0,4.341320266801941,0,53,0.6931471805599453,6.66959269817425,3.5417705890757243,0.0,4.51085950651685,0.0,0.0,5,0.0,5,5,0.0,11.522514051193776,0.0,5,75.80888064,2.3839551261504695,1963,1963,2010
7.519149957669823,0.0,0.0,0,7.501634457883413,0.0,2.0,0.0,3.4965075614664802,0.0,1,0,83.05531776000001,3.0,1981.0,5.148234898447643,1,54,0.6931471805599453,8.449198833500073,3.0785281109623934,0.0,3.044522437723423,0.0,0.0,11,2.0397931915028753,5,9,0.0,12.775269944969564,0.0,5,171.12739968000002,4.389720774716883,1981,1987,2006
7.215975002651466,0.0,0.0,3,5.953243334287785,0.0,0.0,0.0,0.0,0.0,1,1,53.14053888,2.0,1962.0,4.846924551926722,0,55,0.6931471805599453,6.4979361368498845,2.95948314087887,0.0,4.394449154672439,0.0,0.0,2,1.730797123722728,5,5,0.0,11.689566612075415,0.0,6,35.674767360000004,0.0,1955,1955,2007
7.262628600974241,0.0,6.0112671744041615,3,6.19644412779452,0.0,0.0,0.0,6.8416154764775925,0.0,1,2,53.512151040000006,2.0,1964.0,4.89325341796463,0,56,0.6931471805599453,6.852547418986335,3.4493524235492026,0.0,3.044522437723423,5.60947179518496,0.0,7,0.0,5,6,0.0,12.017760594621922,0.0,7,132.386832,0.0,1964,1964,2008
6.891625897052253,6.6293632534374485,0.0,3,6.476972362889683,0.0,1.0,0.0,5.7745515455444085,0.0,0,2,44.593459200000005,2.0,1999.0,5.091037239144011,1,57,0.6931471805599453,5.508288707155823,2.1180851652720403,0.0,5.081404364984463,6.124683390894205,0.0,8,0.0,5,8,0.0,11.972427333253155,0.0,7,90.1159488,2.45820751213864,1999,2000,2009
6.7580945044277305,6.7580945044277305,0.0,3,0.0,0.0,0.0,0.0,6.7580945044277305,0.0,0,2,52.4902176,2.0,2004.0,5.080119246405502,1,58,0.6931471805599453,6.9873571825619765,3.336737079687608,0.0,4.110873864173311,0.0,0.0,8,2.015331302149936,5,7,0.0,12.102691756673128,0.0,7,79.8966144,0.0,2004,2004,2006
7.2633296174768365,7.326465613840322,0.0,3,0.0,0.0,0.0,0.0,7.2520539518528135,3.6375861597263857,1,3,59.550848640000005,3.0,2006.0,5.615313500615207,1,59,0.6931471805599453,7.148423880218415,3.0500689322069654,0.0,4.110873864173311,6.939253946041508,0.0,10,0.0,5,10,0.0,12.906024412340212,0.0,10,130.99328640000002,2.935843389016495,2006,2006,2006
6.660575149839686,0.0,0.0,2,6.450470422144176,0.0,0.0,0.0,5.003946305945459,0.0,0,1,32.70187008,1.0,1973.0,4.29680054311344,0,60,0.6931471805599453,6.507131265841345,2.95948314087887,0.0,3.044522437723423,0.0,0.0,1,0.0,7,5,0.0,11.649545920961911,0.0,4,72.4643712,2.9553787026395995,1972,1972,2008
7.055312843339752,0.0,0.0,3,6.848005274576363,0.0,1.0,0.0,5.384495062789089,0.0,0,1,53.512151040000006,2.0,2006.0,4.687503072153598,1,61,0.6931471805599453,7.102852000485313,3.0058014092307745,0.0,3.044522437723423,0.0,0.0,5,1.730797123722728,5,6,0.0,11.884625709439787,0.0,5,107.58172032,0.0,2004,2004,2006
6.366470447731438,6.274762021241939,0.0,3,0.0,0.0,0.0,0.0,6.274762021241939,4.976733742420574,0,1,26.756075520000003,1.0,1935.0,4.646458735078835,0,62,0.6931471805599453,6.507131265841345,2.95948314087887,0.0,4.330733340286331,0.0,0.0,3,0.0,7,5,0.0,11.437155084827888,0.0,6,49.2386112,0.0,1920,1996,2007
7.223295679562314,0.0,0.0,2,3.2188758248682006,0.0,0.0,0.0,7.205635176410364,0.0,1,2,44.96507136,2.0,2006.0,4.854193272928074,0,63,0.6931471805599453,6.396064920907848,2.6680056820473412,0.0,4.795790545596741,5.187385805840755,0.0,10,1.7142030636977126,5,8,0.0,12.13276904762688,0.0,6,127.2771648,2.4971945763671295,2006,2006,2007
6.805722553416985,6.695798917058491,0.0,3,0.0,0.0,0.0,0.0,6.3578422665081,4.174387269895637,0,2,44.593459200000005,2.0,1990.0,5.074324694833114,0,64,0.6931471805599453,6.864744758050712,2.787477334733532,0.0,4.2626798770413155,0.0,0.0,4,0.7040542021534073,6,7,0.0,11.763673985600045,0.0,9,53.512151040000006,0.7489774950885236,1921,1950,2010
6.964135612418245,6.885509670034818,0.0,3,6.606650186198215,0.0,1.0,0.0,5.765191102784844,0.0,0,2,59.9224608,2.0,1998.0,5.246838704244073,1,65,0.6931471805599453,6.77075043232313,3.092774011197619,0.0,4.110873864173311,6.352629396319567,0.0,2,1.4689128501570026,5,7,0.0,12.213380976899025,0.0,8,98.19851328,3.998423631680842,1997,1998,2009
7.042286171939743,7.193685818395112,0.0,4,0.0,0.0,0.0,0.0,7.042286171939743,0.0,1,2,79.15339008000001,3.0,2004.0,5.441331484081443,1,66,0.6931471805599453,6.793503190906794,3.18489702882994,0.0,4.110873864173311,5.84354441703136,0.0,10,2.7099390188290426,5,8,0.0,12.580928991603209,0.0,9,106.18817472,2.935843389016495,2004,2005,2007
7.699842407396986,0.0,0.0,3,6.816735880594968,0.0,1.0,0.0,6.943122422819428,0.0,1,2,53.512151040000006,2.0,1970.0,5.3280558093522785,0,67,0.6931471805599453,7.522816854160546,3.092774011197619,0.0,3.044522437723423,5.662960480135946,0.0,7,0.0,5,7,0.0,12.014986684506006,0.0,7,180.88221888,3.366047293647878,1970,1989,2010
7.299797366758161,0.0,0.0,3,6.921658184151129,0.0,1.0,0.0,6.089044875446846,0.0,0,2,51.83989632,2.0,2003.0,4.9301740266610246,0,68,0.6931471805599453,6.899532485891963,3.133126196992811,0.0,3.044522437723423,5.123963979403259,0.0,6,1.3067608171338545,5,7,0.0,12.24256360089791,0.0,7,134.98811712,2.6657018867927564,2003,2003,2007
6.617402977974478,0.0,0.0,2,0.0,0.0,0.0,0.0,6.617402977974478,0.0,0,1,20.4386688,1.0,1945.0,4.2541729629579494,0,69,0.6931471805599453,6.061683486080255,2.7295246327687543,0.0,3.4339872044851463,0.0,0.0,6,0.0,6,4,0.0,11.204064034282984,0.0,4,69.39857088000001,0.0,1945,1950,2010
7.173958319756794,6.891625897052253,0.0,3,6.403574197934815,0.0,0.0,0.0,6.553933404025811,4.74493212836325,1,2,61.966327680000006,2.0,1953.0,5.36349280581019,0,70,0.6931471805599453,7.279068530104652,3.246055099248404,0.0,3.9318256327243257,0.0,0.0,7,1.0821318424123292,4,7,0.0,12.238129025255974,0.0,7,121.14556416,0.0,1953,1953,2006
7.707062655370473,0.0,0.0,3,7.53955882930103,0.0,1.0,0.0,5.840641657373398,0.0,2,2,47.93796864,2.0,1973.0,5.335244383497926,0,71,0.6931471805599453,7.146157344054888,3.3997296383871207,0.0,3.044522437723423,7.017506142941256,0.0,2,0.0,6,7,0.0,12.319196471283464,0.0,8,206.52345792000003,3.3628345830615882,1973,1973,2007
6.740519359606223,0.0,0.0,2,6.338594078203183,0.0,1.0,0.0,5.638354669333745,0.0,0,1,33.4450944,2.0,1987.0,4.375795622173139,0,72,0.6931471805599453,6.560988516436868,3.0924596305064207,0.0,3.044522437723423,0.0,0.0,6,0.0,6,4,0.0,11.685713075117745,0.0,4,78.50306880000001,0.0,1982,2006,2007
