superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,qualiteSousSol,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente
1040,0,0,,3,1Fam,TA,No,906.0,0.0,Rec,Unf,1.0,0.0,TA,134.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,35.674767360000004,1.0,TA,Unf,TA,Detchd,1965.0,96.61916160000001,0,GasA,Ex,1Story,11,1,TA,Lvl,Gtl,1040.514048,Inside,21.336000000000002,Reg,0,20,RL,0.0,None,,0,2,Sawyer,0.0,5,5,Y,0,,CompShg,Hip,Normal,118860.36288,WD,0,Pave,5,96.61916160000001,AllPub,0.0,1965,1965,2008
1182,1142,0,,4,1Fam,TA,No,998.0,0.0,GLQ,Unf,1.0,0.0,Ex,177.0,Y,Norm,Norm,SBrkr,0,TA,Ex,WdShing,Wd Shng,,Gd,2,PConc,3,Typ,68.37663744000001,3.0,TA,Fin,TA,BuiltIn,2005.0,215.90666496,0,GasA,Ex,2Story,12,1,Ex,Lvl,Gtl,1107.77584896,Inside,25.908,IR1,0,60,RL,286.0,Stone,,0,7,NridgHt,1.9509638400000002,5,9,Y,0,,CompShg,Hip,Partial,316655.0208,New,0,Pave,11,109.161072,AllPub,13.65674688,2005,2006,2006
912,0,0,,2,1Fam,TA,No,737.0,0.0,ALQ,Unf,1.0,0.0,TA,175.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,,,0,CBlock,1,Typ,32.70187008,1.0,TA,Unf,TA,Detchd,1962.0,84.72757248,0,GasA,TA,1Story,13,1,TA,Lvl,Gtl,1204.76662272,Inside,,IR2,0,20,RL,0.0,None,,0,9,Sawyer,0.0,6,5,Y,0,,CompShg,Hip,Normal,132169.05216,WD,176,Pave,4,84.72757248,AllPub,13.0064256,1962,1962,2008
1494,0,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1494.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,78.0385536,3.0,TA,RFn,TA,Attchd,2006.0,138.79714176000002,0,GasA,Ex,1Story,14,1,Gd,Lvl,Gtl,989.60318208,Inside,27.736800000000002,IR1,0,20,RL,306.0,Stone,,0,8,CollgCr,3.06580032,5,7,Y,0,,CompShg,Gable,Partial,256536.45888,New,0,Pave,7,138.79714176000002,AllPub,14.8644864,2006,2007,2007
1253,0,0,,2,1Fam,TA,No,733.0,0.0,BLQ,Unf,1.0,0.0,TA,520.0,Y,Norm,Norm,SBrkr,176,TA,TA,MetalSd,MetalSd,GdWo,Fa,1,CBlock,1,Typ,32.70187008,1.0,TA,RFn,TA,Attchd,1960.0,116.40750912000001,1,GasA,TA,1Story,15,1,TA,Lvl,Gtl,1014.5011968000001,Corner,,IR1,0,20,RL,212.0,BrkFace,,0,5,NAmes,19.788347520000002,5,6,Y,0,,CompShg,Hip,Normal,144100.98048,WD,0,Pave,5,116.40750912000001,AllPub,0.0,1960,1960,2008
854,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,832.0,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,GdPrv,,0,BrkTil,1,Typ,53.512151040000006,2.0,TA,Unf,TA,Detchd,1991.0,79.33919616,0,GasA,Ex,1.5Unf,16,1,TA,Lvl,Gtl,568.5666048,Corner,15.5448,Reg,0,45,RM,0.0,None,,0,7,BrkSide,10.40514048,8,7,Y,0,,CompShg,Gable,Normal,121154.96448,WD,0,Pave,5,77.29532928,AllPub,4.4593459200000005,1929,2001,2007
1004,0,0,,2,1Fam,TA,No,578.0,0.0,ALQ,Unf,1.0,0.0,TA,426.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,TA,1,CBlock,1,Typ,44.593459200000005,2.0,TA,Fin,TA,Attchd,1970.0,93.27465216,0,GasA,Ex,1Story,17,1,TA,Lvl,Gtl,1044.32307264,CulDSac,,IR1,0,20,RL,180.0,BrkFace,Shed,700,3,NAmes,0.0,7,6,Y,0,,CompShg,Gable,Normal,136758.25536,WD,0,Pave,5,93.27465216,AllPub,0.0,1970,1970,2010
1296,0,0,,2,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,Slab,2,Typ,47.93796864,2.0,TA,Unf,TA,CarPort,1967.0,120.40233984000001,0,GasA,TA,1Story,18,2,TA,Lvl,Gtl,1002.5167046400001,Inside,21.945600000000002,Reg,0,90,RL,0.0,None,Shed,500,10,Sawyer,0.0,5,4,Y,0,,CompShg,Gable,Normal,82605.6576,WD,0,Pave,6,0.0,AllPub,0.0,1967,1967,2006
1114,0,0,,3,1Fam,TA,No,646.0,0.0,GLQ,Unf,1.0,0.0,TA,468.0,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,53.512151040000006,2.0,TA,Unf,TA,Detchd,2004.0,103.49398656000001,1,GasA,Ex,1Story,19,1,Gd,Lvl,Gtl,1272.3071328,Inside,20.1168,Reg,0,20,RL,0.0,None,,0,6,SawyerW,9.47611008,5,5,Y,0,,CompShg,Gable,Normal,145936.66176,WD,0,Pave,6,103.49398656000001,AllPub,0.0,2004,2004,2008
1339,0,0,,3,1Fam,TA,No,504.0,0.0,LwQ,Unf,0.0,0.0,TA,525.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,MnPrv,,0,CBlock,1,Min1,27.31349376,1.0,TA,Unf,TA,Attchd,1958.0,124.39717056,0,GasA,TA,1Story,20,1,TA,Lvl,Gtl,702.3469824,Inside,21.336000000000002,Reg,0,20,RL,0.0,None,,0,5,NAmes,0.0,6,5,Y,0,,CompShg,Hip,Abnorml,127579.84896,COD,0,Pave,6,95.59722816,AllPub,0.0,1958,1965,2009
1158,1218,0,,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1158.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,3,Typ,79.24629312,3.0,TA,RFn,TA,BuiltIn,2005.0,220.73762304000002,1,GasA,Ex,2Story,21,1,Gd,Lvl,Gtl,1320.6167136000001,Corner,30.7848,IR1,0,60,RL,380.0,BrkFace,,0,11,NridgHt,14.307068160000002,5,8,Y,0,,CompShg,Gable,Partial,298573.560192,New,0,Pave,9,107.58172032,AllPub,22.296729600000003,2005,2006,2006
1108,0,0,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,637.0,Y,Norm,Norm,FuseF,205,TA,TA,Wd Sdng,Wd Sdng,GdPrv,Gd,1,PConc,1,Typ,26.0128512,1.0,TA,Unf,TA,Attchd,1930.0,102.93656832,0,GasA,Ex,1.5Unf,22,1,Gd,Bnk,Gtl,692.03474496,Inside,17.3736,Reg,0,45,RM,0.0,None,,0,6,IDOTRR,0.0,7,7,N,0,,CompShg,Gable,Normal,127946.985216,WD,0,Pave,6,59.17923648000001,AllPub,0.0,1930,1950,2007
1795,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1777.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,49.610223360000006,2.0,TA,RFn,TA,Attchd,2002.0,166.7609568,0,GasA,Ex,1Story,23,1,Gd,Lvl,Gtl,905.0614156800001,Inside,22.86,Reg,0,20,RL,281.0,BrkFace,,0,9,CollgCr,14.771583360000001,5,8,Y,0,,CompShg,Hip,Normal,211103.3472,WD,0,Pave,7,165.08870208000002,AllPub,15.88641984,2002,2002,2008
1060,0,0,,3,TwnhsE,TA,No,840.0,0.0,GLQ,Unf,1.0,0.0,Gd,200.0,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,,TA,1,PConc,1,Typ,53.14053888,2.0,TA,Unf,TA,Attchd,1976.0,98.4772224,0,GasA,TA,1Story,24,1,TA,Lvl,Gtl,392.42244096,Inside,13.411200000000001,Reg,0,120,RM,0.0,None,,0,6,MeadowV,10.219334400000001,7,5,Y,0,,CompShg,Gable,Normal,119227.499136,WD,0,Pave,6,96.61916160000001,AllPub,9.290304,1976,1976,2007
1060,0,0,,3,1Fam,TA,Mn,188.0,668.0,Rec,ALQ,1.0,0.0,TA,204.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,1,Typ,25.0838208,1.0,TA,Unf,TA,Attchd,1968.0,98.4772224,0,GasA,Ex,1Story,25,1,Gd,Lvl,Gtl,766.07846784,Inside,,IR1,0,20,RL,0.0,None,,0,5,Sawyer,8.3612736,8,5,Y,0,,CompShg,Gable,Normal,141347.45856,WD,0,Pave,6,98.4772224,AllPub,37.71863424,1968,2001,2010
1600,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1566.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,82.68370560000001,3.0,TA,RFn,TA,Attchd,2007.0,148.644864,0,GasA,Ex,1Story,26,1,Gd,Lvl,Gtl,1322.0102592,Corner,33.528,Reg,0,20,RL,640.0,Stone,,0,7,NridgHt,5.20257024,5,8,Y,0,,CompShg,Gable,Normal,235242.556032,WD,0,Pave,7,145.48616064,AllPub,0.0,2007,2007,2009
900,0,0,,3,1Fam,TA,Mn,234.0,486.0,BLQ,Rec,0.0,1.0,TA,180.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,53.512151040000006,2.0,TA,Unf,TA,Detchd,2005.0,83.61273600000001,0,GasA,TA,1Story,27,1,Gd,Lvl,Gtl,668.9018880000001,Corner,18.288,Reg,0,20,RL,0.0,None,,0,5,NAmes,2.97289728,7,5,Y,0,,CompShg,Gable,Normal,123724.918272,WD,0,Pave,5,83.61273600000001,AllPub,20.62447488,1951,2000,2010
1704,0,0,,3,1Fam,TA,No,1218.0,0.0,GLQ,Unf,1.0,0.0,Ex,486.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,71.72114688,3.0,TA,RFn,TA,Attchd,2008.0,158.30678016000002,0,GasA,Ex,1Story,28,1,Gd,Lvl,Gtl,1066.34109312,Inside,29.8704,Reg,0,20,RL,200.0,Stone,,0,5,NridgHt,4.645152,5,8,Y,0,,CompShg,Gable,Normal,280859.23584,WD,0,Pave,7,158.30678016000002,AllPub,0.0,2007,2008,2010
1600,0,0,,2,1Fam,TA,Gd,1277.0,0.0,BLQ,Unf,1.0,0.0,TA,207.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,Gd,2,CBlock,1,Typ,29.63606976,1.0,TA,RFn,TA,Attchd,1957.0,148.644864,0,GasA,TA,1Story,29,1,TA,Lvl,Gtl,1516.2705158400001,CulDSac,14.325600000000001,IR1,0,20,RL,0.0,None,,0,12,NAmes,23.96898432,6,5,Y,0,,CompShg,Gable,Normal,190451.9328,WD,0,Pave,6,137.86811136,AllPub,26.756075520000003,1957,1997,2006
520,0,0,,1,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,520.0,N,Feedr,RRNn,SBrkr,87,TA,TA,MetalSd,MetalSd,,,0,BrkTil,1,Typ,22.296729600000003,1.0,TA,Unf,Fa,Detchd,1920.0,48.309580800000006,0,GasA,Fa,1Story,30,1,Fa,Lvl,Gtl,587.5188249600001,Inside,18.288,IR1,0,30,RM,0.0,None,,0,5,BrkSide,0.0,6,4,Y,0,,CompShg,Gable,Normal,62872.08384,WD,0,Pave,4,48.309580800000006,AllPub,4.55224896,1927,1950,2008
649,668,0,Pave,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,649.0,N,Feedr,Norm,SBrkr,172,Fa,TA,BrkFace,BrkFace,MnPrv,,0,BrkTil,1,Typ,23.22576,1.0,Fa,Unf,TA,Detchd,1920.0,122.35330368000001,0,GasA,TA,2Story,31,1,TA,Lvl,Gtl,789.6758400000001,Inside,15.24,Reg,0,70,C (all),0.0,None,,0,7,IDOTRR,5.01676416,4,4,N,0,,CompShg,Gambrel,Normal,36713.6256,WD,0,Pave,6,60.29407296,AllPub,0.0,1920,1950,2008
1228,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1228.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,25.17672384,1.0,TA,Unf,TA,Attchd,1966.0,114.08493312,1,GasA,Gd,1Story,32,1,Gd,Lvl,Gtl,793.7635737600001,CulDSac,,IR1,0,20,RL,0.0,None,,0,6,Sawyer,6.038697600000001,6,5,Y,0,,CompShg,Gable,Normal,137079.499584,WD,0,Pave,6,114.08493312,AllPub,0.0,1966,2006,2008
1234,0,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1234.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,44.96507136,2.0,TA,RFn,TA,Attchd,2007.0,114.64235136,0,GasA,Ex,1Story,33,1,Gd,Lvl,Gtl,1026.48568896,Corner,25.908,Reg,0,20,RL,0.0,None,,0,1,CollgCr,2.7870912000000003,5,8,Y,0,,CompShg,Gable,Normal,165119.531136,WD,0,Pave,7,114.64235136,AllPub,0.0,2007,2007,2008
1700,0,0,,4,1Fam,TA,No,1018.0,0.0,Rec,Unf,0.0,1.0,TA,380.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,,Gd,1,CBlock,1,Typ,41.527658880000004,2.0,TA,RFn,TA,Attchd,1959.0,157.935168,1,GasA,Gd,1Story,34,1,Gd,Lvl,Gtl,980.31287808,Inside,21.336000000000002,IR1,0,20,RL,0.0,None,,0,4,NAmes,3.5303155200000003,5,5,Y,0,,CompShg,Hip,Normal,151902.62592,WD,0,Pave,6,129.87844992,AllPub,0.0,1959,1959,2010
1561,0,0,,2,TwnhsE,TA,No,1153.0,0.0,GLQ,Unf,1.0,0.0,Ex,408.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,51.65409024,2.0,TA,Fin,TA,Attchd,2005.0,145.02164544000001,0,GasA,Ex,1Story,35,1,Ex,Lvl,Gtl,679.39993152,Inside,18.288,Reg,0,120,RL,246.0,BrkFace,,0,8,NridgHt,4.36644288,5,9,Y,0,,CompShg,Hip,Normal,254700.7776,WD,0,Pave,6,145.02164544000001,AllPub,18.85931712,2005,2005,2007
1132,1320,0,,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1117.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,3,Typ,64.19600064000001,3.0,TA,Fin,TA,BuiltIn,2004.0,227.79825408000002,1,GasA,Ex,2Story,36,1,Gd,Lvl,Gtl,1246.57299072,Inside,32.9184,Reg,0,60,RL,132.0,Stone,,0,9,NridgHt,2.97289728,5,8,Y,0,,CompShg,Gable,Normal,283612.75776,WD,0,Pave,9,103.77269568000001,AllPub,10.498043520000001,2004,2005,2006
1097,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1097.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,62.43084288000001,2.0,TA,Unf,TA,Attchd,1995.0,101.91463488000001,1,GasA,Ex,1Story,37,1,TA,Lvl,Gtl,1008.8341113600001,Corner,34.1376,Reg,0,20,RL,0.0,None,,0,6,CollgCr,5.94579456,5,5,Y,0,,CompShg,Gable,Normal,133086.8928,WD,0,Pave,6,101.91463488000001,AllPub,36.41799168,1994,1995,2009
1297,0,0,,3,1Fam,TA,No,1213.0,0.0,Rec,Unf,0.0,1.0,TA,84.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,TA,1,CBlock,1,Typ,46.26571392,2.0,TA,Fin,TA,Attchd,1954.0,120.49524288,0,GasA,Gd,1Story,38,1,TA,Lvl,Gtl,792.6487372800001,Inside,22.555200000000003,Reg,0,20,RL,650.0,BrkFace,,0,10,NAmes,0.0,6,5,Y,0,,CompShg,Hip,Normal,140429.61792,WD,0,Pave,5,120.49524288,AllPub,0.0,1954,1990,2009
1057,0,0,,3,1Fam,TA,No,731.0,0.0,GLQ,Unf,1.0,0.0,TA,326.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,22.854147840000003,1.0,TA,Unf,TA,Detchd,1953.0,98.19851328,0,GasA,TA,1Story,39,1,Gd,Lvl,Gtl,735.97788288,Inside,20.7264,Reg,0,20,RL,0.0,None,,0,1,NAmes,4.83095808,7,5,Y,0,,CompShg,Gable,Abnorml,100044.62976,WD,0,Pave,5,98.19851328,AllPub,0.0,1953,2007,2010
1152,0,0,,2,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,N,Norm,Norm,FuseP,0,TA,TA,AsbShng,Plywood,,,0,PConc,2,Typ,0.0,0.0,,,,,,107.02430208000001,0,GasA,TA,1Story,40,2,Fa,Lvl,Gtl,561.1343616,Inside,19.812,Reg,0,90,RL,0.0,None,,0,6,Edwards,0.0,5,4,N,0,,CompShg,Gable,AdjLand,75262.93248,WD,0,Pave,6,0.0,AllPub,0.0,1955,1955,2008
1324,0,0,,3,1Fam,TA,No,643.0,0.0,Rec,Unf,0.0,0.0,TA,445.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,TA,1,CBlock,2,Typ,40.877337600000004,2.0,TA,RFn,TA,Attchd,1965.0,123.00362496000001,0,GasA,Ex,1Story,41,1,TA,Lvl,Gtl,804.35452032,Inside,25.6032,Reg,0,20,RL,101.0,BrkFace,,0,12,NAmes,12.820619520000001,5,6,Y,0,,CompShg,Gable,Abnorml,146854.5024,WD,0,Pave,6,101.07850752,AllPub,0.0,1965,1965,2006
1328,0,0,,2,1Fam,TA,Gd,967.0,0.0,BLQ,Unf,0.0,1.0,TA,383.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,Gd,2,CBlock,1,Typ,28.614136320000004,1.0,TA,RFn,TA,Attchd,1959.0,123.37523712000001,1,GasA,Gd,1Story,42,1,TA,Lvl,Gtl,1570.5258912000002,Inside,35.052,Reg,0,20,RL,0.0,None,,0,7,Timber,9.66191616,6,5,P,0,,CompShg,Gable,Normal,156032.9088,WD,0,Pave,5,125.419104,AllPub,0.0,1959,1959,2007
